sample,SF,extractant,abbreviation,[extracant]_M,org_ligand,[org_ligand]_M,organic_diluent,acid,[acid]_M,T_K,contact_time,contact_time_units,additional_info
Am/Pr,1.7,"hexyl hexyl N,N-diethylcarbamoylmethylphosphinate",HHDECMP,0.35,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Nd,1.5,"hexyl hexyl N,N-diethylcarbamoylmethylphosphinate",HHDECMP,0.35,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Sm,1.5,"hexyl hexyl N,N-diethylcarbamoylmethylphosphinate",HHDECMP,0.35,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Eu,1.3,"hexyl hexyl N,N-diethylcarbamoylmethylphosphinate",HHDECMP,0.35,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Fe,7.1,"hexyl hexyl N,N-diethylcarbamoylmethylphosphinate",HHDECMP,0.35,,,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Am/Y,2.3,"hexyl hexyl N,N-diethylcarbamoylmethylphosphinate",HHDECMP,0.35,,,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Am/Zr,0.04,"hexyl hexyl N,N-diethylcarbamoylmethylphosphinate",HHDECMP,0.35,,,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Am/Mo,1.2,"hexyl hexyl N,N-diethylcarbamoylmethylphosphinate",HHDECMP,0.35,,,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Am/Tc,74.0,"hexyl hexyl N,N-diethylcarbamoylmethylphosphinate",HHDECMP,0.35,,,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Am/Ru,9.6,"hexyl hexyl N,N-diethylcarbamoylmethylphosphinate",HHDECMP,0.35,,,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Am/Rh,530.0,"hexyl hexyl N,N-diethylcarbamoylmethylphosphinate",HHDECMP,0.35,,,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Am/Pd,59.0,"hexyl hexyl N,N-diethylcarbamoylmethylphosphinate",HHDECMP,0.35,,,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Am/La,1.5,"hexyl hexyl N,N-diethylcarbamoylmethylphosphinate",HHDECMP,0.35,,,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Am/Ce,1.2,"hexyl hexyl N,N-diethylcarbamoylmethylphosphinate",HHDECMP,0.35,,,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Am/Pr,0.96,"hexyl hexyl N,N-diethylcarbamoylmethylphosphinate",HHDECMP,0.35,,,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Am/Nd,1.0,"hexyl hexyl N,N-diethylcarbamoylmethylphosphinate",HHDECMP,0.35,,,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Am/Sm,0.99,"hexyl hexyl N,N-diethylcarbamoylmethylphosphinate",HHDECMP,0.35,,,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Am/Eu,1.1,"hexyl hexyl N,N-diethylcarbamoylmethylphosphinate",HHDECMP,0.35,,,Tetrachloroethylene,HNO3,6.0,298.15,1,min,
Sc/La,3.7,"hexyl hexyl N,N-diethylcarbamoylmethylphosphinate",HHDECMP,0.33,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Cm/La,58.9,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.5,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Cm/Ce,33.8,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.5,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Cm/Nd,30.4,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.5,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Cm/Sm,23.6,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.5,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Cm/Eu,29.5,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.5,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Cm/Lu,218.0,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.5,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Cm,1.78,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.5,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Cm,2.03,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.2,TEDGA,0.001,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Cm,2.21,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.2,TEDGA,0.002,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Cm,2.56,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.2,TEDGA,0.005,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Cm,2.56,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.2,TEDGA,0.01,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Cm,5.73,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.5,TEDGA,0.002,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Cm,6.05,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.5,TEDGA,0.005,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Cm,6.5,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.5,TEDGA,0.01,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Cm,3.38,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.5,TEDGA,0.02,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/La,13.6,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.1,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Ce,7.25,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.1,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Nd,6.63,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.1,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Sm,7.48,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.1,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Eu,9.67,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.1,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Lu,58.0,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.1,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Cm/La,7.35,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.1,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Cm/Ce,3.91,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.1,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Cm/Nd,3.57,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.1,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Cm/Sm,4.03,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.1,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Cm/Eu,5.2,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.1,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Cm/Lu,31.3,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.1,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Cm,1.85,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.1,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/La,85.1,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.2,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Ce,53.3,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.2,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Nd,32.1,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.2,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Sm,34.2,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.2,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Eu,45.0,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.2,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Lu,303.0,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.2,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Cm/La,51.1,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.2,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Cm/Ce,32.0,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.2,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Cm/Nd,19.3,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.2,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Cm/Sm,20.6,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.2,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Cm/Eu,27.0,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.2,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Cm/Lu,182.0,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.2,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Cm,1.67,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.2,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/La,105.0,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.5,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Ce,60.3,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.5,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Nd,54.2,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.5,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Sm,42.1,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.5,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Eu,52.6,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.5,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Lu,388.0,"N,N,N’,N’,N”,N”-hexa-n-octylnitrilotrisacetamide",HONTA,0.5,,,n-Dodecane,HNO3,0.2,298.15,30,min,
Am/Fe,39.0,"hexoxyethyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",HoEɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Y,2.9,"hexoxyethyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",HoEɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Zr,0.25,"hexoxyethyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",HoEɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Mo,1.8,"hexoxyethyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",HoEɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Tc,68.0,"hexoxyethyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",HoEɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Ru,270.0,"hexoxyethyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",HoEɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Rh,680.0,"hexoxyethyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",HoEɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Pd,34.0,"hexoxyethyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",HoEɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/La,2.4,"hexoxyethyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",HoEɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Ce,1.5,"hexoxyethyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",HoEɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Pr,1.1,"hexoxyethyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",HoEɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Nd,1.2,"hexoxyethyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",HoEɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Sm,1.0,"hexoxyethyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",HoEɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Eu,1.0,"hexoxyethyl(phenyl) N,N-diisobutylcarbamoylmethylphosphine oxide",HoEɸD(iB)CMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am(III)/Fe(III),280.0,"hexyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",HɸDECMPO,0.5,,,p-diisopropylbenzene,HNO3,0.5,298.15,1,min,
Am(III)/Fe(III),240.0,"hexyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",HɸDECMPO,0.5,,,p-diisopropylbenzene,HNO3,1.0,298.15,1,min,
Am(III)/Fe(III),100.0,"hexyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",HɸDECMPO,0.5,,,p-diisopropylbenzene,HNO3,2.0,298.15,1,min,
Am(III)/Fe(III),7.2,"hexyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",HɸDECMPO,0.5,,,p-diisopropylbenzene,HNO3,4.0,298.15,1,min,
Am(III)/Fe(III),0.6,"hexyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",HɸDECMPO,0.5,,,p-diisopropylbenzene,HNO3,6.0,298.15,1,min,
Am(III)/Eu(III),0.75,"hexyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",HɸDECMPO,0.02,,,Diethylbenzene,HNO3,0.5,298.15,1,min,
Am(III)/Eu(III),0.79,"hexyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",HɸDECMPO,0.05,,,Diethylbenzene,HNO3,0.5,298.15,1,min,
Am(III)/Eu(III),0.86,"hexyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",HɸDECMPO,0.1,,,Diethylbenzene,HNO3,0.5,298.15,1,min,
Am(III)/Eu(III),0.97,"hexyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",HɸDECMPO,0.2,,,Diethylbenzene,HNO3,0.5,298.15,1,min,
Am(III)/Eu(III),1.42,"hexyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",HɸDECMPO,0.5,,,Diethylbenzene,HNO3,0.5,298.15,1,min,
Am(III)/Eu(III),1.13,"hexyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",HɸDECMPO,0.02,,,Diethylbenzene,HNO3,3.0,298.15,1,min,
Am(III)/Eu(III),1.02,"hexyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",HɸDECMPO,0.05,,,Diethylbenzene,HNO3,3.0,298.15,1,min,
Am(III)/Eu(III),1.16,"hexyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",HɸDECMPO,0.1,,,Diethylbenzene,HNO3,3.0,298.15,1,min,
Am(III)/Eu(III),1.41,"hexyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",HɸDECMPO,0.2,,,Diethylbenzene,HNO3,3.0,298.15,1,min,
Am(III)/Eu(III),1.69,"hexyl(phenyl) N,N-diethylcarbamoylmethylphosphine oxide",HɸDECMPO,0.5,,,Diethylbenzene,HNO3,3.0,298.15,1,min,
Eu(III)/Am(III),100.0,"2,6-bis(5,6-dimethyl-1,2,4-triazin-3-yl)-4-pyridine",MeBTP,0.1,TODGA,0.05,hydrogenated tetrapropene,HNO3,1.0,294.15,60,min,8 MBq/L Am; 8 MBq/L Eu
Eu(III)/Am(III),36.0,"2,6-bis(5,6-dimethyl-1,2,4-triazin-3-yl)-4-pyridine",MeBTP,0.1,TODGA,0.05,hydrogenated tetrapropene,HNO3,1.0,294.15,60,min,8 MBq/L Am; 8 MBq/L Eu; 8 MBq/L Cm
Sr/Na,6500.0,"5,11,17,23,29,35,41,47-octamethoxy-49,50,51,52,53,54,55,56-octakis[(N,N-diethylaminocarbonyl)methoxy]calix[8]arene",NEA10,0.01,,,2-nitrophenyl hexyl ether,HNO3,1.0,298.15,60,min,
Sr/Na,30000.0,"5,11,17,23,29,35,41,47-octapentyloxy-49,50,51,52,53,54,55,56-octakis[(N,N-diethylaminocarbonyl)methoxy]calix[8]arene",NEA11,0.01,,,2-nitrophenyl hexyl ether,HNO3,1.0,298.15,60,min,
Sr/Na,8300.0,"49,50,51,52,53,54,55,56-octakis[(N,N-diethylaminocarbonyl)- methoxy]calix[8]arene",NEA13,0.01,,,2-nitrophenyl hexyl ether,HNO3,1.0,298.15,60,min,
Am/Eu,8.0,"2,2',2''-nitrilotris(N,N-dioctylacetamide)",NEA18,0.1,,,hydrogenated tetrapropene,HNO3,0.01,295.15,15,min,pH 2
Am/Eu,11.0,"2,2',2''-nitrilotris(N,N-bis(2-ethylhexyl)acetamide)",NEA19,0.1,,,hydrogenated tetrapropene,HNO3,0.01,295.15,15,min,pH 2
Sr/Na,130.0,"5,11,17,23,29,35-hexabenzyloxy-37,38,39,40,41,42-hexakis[(N,Ndiethylaminocarbonyl)methoxy]calix[6]arene",NEA6,0.01,,,2-nitrophenyl hexyl ether,HNO3,1.0,298.15,60,min,
Eu(III)/Am(III),1.8,"2-[(N',N'-dibutylcarbamoyl)methoxy]-N-{3-[(2-(N'',N''-dibutylcarbamoyl)methoxyacetylamino)methyl]benzyl}acetamide",NEA61,0.1,,,"HPT/1-Octanol, 1:1",HNO3,3.0,295.15,10,min,
Eu(III)/Am(III),3.7,2-[(N'-methyl-N'-octylcarbamoyl)methoxy]-N-{3-[(2-(N''-methyl-N''-octylcarbamoyl) methoxyacetylamino]methyl)benzyl}acetamide,NEA62,0.1,,,"HPT/1-Octanol, 1:1",HNO3,3.0,295.15,10,min,
Eu(III)/Am(III),3.0,"2-{[N',N'-bis(3-methylbutyl)carbamoyl]methoxy}-N-{3-[(2-[N'',N''-bis-(3-methylbutyl)carbamoyl]methoxyacetylamino)methyl]benzyl}acetamide",NEA63,0.1,,,"HPT/1-Octanol, 1:1",HNO3,3.0,295.15,10,min,
Eu(III)/Am(III),3.2,"2-[(N',N'-dibutylcarbamoyl)methoxy]-N-{3-[(2-(N'',N''-dibutylcarbamoyl)mehtoxyacetylamino)methyl]-5- hexyloxybenzyl}acetamide",NEA64,0.1,,,"HPT/1-Octanol, 1:1",HNO3,3.0,295.15,10,min,
Eu(III)/Am(III),6.7,"2-[(N',N'-dibutylcarbamoyl)methoxy]-N-{3-[(2-(N'',N''-dibutylcarbamoyl)methoxyacetylamino)methyl]-5- dodecyloxybenzyl}acetamide",NEA65,0.1,,,"HPT/1-Octanol, 1:1",HNO3,3.0,295.15,10,min,
Eu(III)/Am(III),3.8,"2-[(N',N'-dibutylcarbamoyl)methoxy]-N-{3-[(2-(N'',N''-dibutylcarbamoyl)methoxyacetylamino)methyl]-5-(1- methylhexyloxy)benzyl}acetamide",NEA66,0.1,,,"HPT/1-Octanol, 1:1",HNO3,3.0,295.15,10,min,
Eu(III)/Am(III),1.5,N-methyl-N-{3-[(N'-methyl-{2-[(N''-methyl-N''-octylcarbamoyl)methoxy]acetyl}amino)methyl]benzyl}-2-[(N'''-methylN'''-octylcarbamoyl)methoxy]acetamide,NEA67,0.1,,,"HPT/1-Octanol, 1:1",HNO3,3.0,295.15,10,min,
Eu(III)/Am(III),4.6,2-dibutylcarbamoylmethoxy-N-[5-(2-dibutylcarbamoylmethoxyacetylamino)pentyl]acetamide,NEA68,0.1,,,Tetrachloroethane,HNO3,3.0,295.15,10,min,
Eu(III)/Am(III),5.0,2-dioctylcarbamoylmethoxy-N-[5-(2-dioctylcarbamoylmethoxyacetylamino)pentyl]acetamide,NEA69,0.1,,,"HPT/1-Octanol, 1:1",HNO3,3.0,295.15,10,min,
Sr/Na,800.0,"5,11,17,23,29,35-hexaoctyloxy-37,38,39,40,41,42-hexakis[(N,Ndiethylaminocarbonyl)methoxy]calix[6]arene",NEA7,0.01,,,2-nitrophenyl hexyl ether,HNO3,1.0,298.15,60,min,
Eu(III)/Am(III),1.8,2-dibutylcarbamoylmethoxy-N-[6-(2-dibutylcarbamoylmethoxyacetylamino)hexyl]acetamide,NEA70,0.1,,,"HPT/1-Octanol, 1:1",HNO3,3.0,295.15,10,min,
Eu(III)/Am(III),5.3,2-dioctylcarbamoylmethoxy-N-[6-(2-dioctylcarbamoylmethoxyacetylamino)hexyl]acetamide,NEA71,0.1,,,"HPT/1-Octanol, 1:1",HNO3,3.0,295.15,10,min,
Eu(III)/Am(III),6.8,2-dioctylcarbamoylmethoxy-N-[7-(2-dioctylcarbamoylmethoxyacetylamino)heptyl]acetamide,NEA72,0.1,,,"HPT/1-Octanol, 1:1",HNO3,3.0,295.15,10,min,
Eu(III)/Am(III),4.9,2-dioctylcarbamoylmethoxy-N-{3-[3-(dioctylcarbamoylmethoxyacetylamino)propoxy]propyl}acetamide,NEA73,0.1,,,"HPT/1-Octanol, 1:1",HNO3,3.0,295.15,10,min,
Cs/Na,1500.0,"1,3-calix[4]biscrown-6",NEA74,0.01,,,"1,2-nitrophenyl hexyl ether",HNO3,1.0,298.15,60,min,
Cs/Na,19000.0,"1,3-calix[4]bis-o-benzo-crown-6",NEA77,0.01,,,"1,2-nitrophenyl hexyl ether",HNO3,1.0,298.15,60,min,
Cs/Na,29000.0,"1,3-calix[4]bisnaphthyl-crown-6",NEA78,0.01,,,"1,2-nitrophenyl hexyl ether",HNO3,1.0,298.15,60,min,
Sr/Na,20000.0,"5,11,17,23,29,35,41,47-octabenzyloxy-49,- 50,51,52,53,54,55,56-octakis[(N,N-diethylaminocarbonyl)methoxy]- calix[8]arene",NEA9,0.01,,,2-nitrophenyl hexyl ether,HNO3,1.0,298.15,60,min,
Am/Eu,113.0,"3,3'-(4-methoxypyridine-2,6-diyl)bis(5,6-dipropyl-1,2,4-triazine)",OMe-BTP,0.01,,,"Kerosene/1-Octanol, 7:3",HNO3,0.01,,90,min,1M NH4NO3
Am/Fe,57.0,"octyl(phenyl) N,N-dibutylcarbamoylmethylphosphine oxide",OɸDBCMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Y,3.1,"octyl(phenyl) N,N-dibutylcarbamoylmethylphosphine oxide",OɸDBCMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Zr,0.4,"octyl(phenyl) N,N-dibutylcarbamoylmethylphosphine oxide",OɸDBCMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Mo,2.6,"octyl(phenyl) N,N-dibutylcarbamoylmethylphosphine oxide",OɸDBCMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Tc,68.0,"octyl(phenyl) N,N-dibutylcarbamoylmethylphosphine oxide",OɸDBCMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Ru,340.0,"octyl(phenyl) N,N-dibutylcarbamoylmethylphosphine oxide",OɸDBCMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Rh,490.0,"octyl(phenyl) N,N-dibutylcarbamoylmethylphosphine oxide",OɸDBCMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Pd,38.0,"octyl(phenyl) N,N-dibutylcarbamoylmethylphosphine oxide",OɸDBCMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/La,3.7,"octyl(phenyl) N,N-dibutylcarbamoylmethylphosphine oxide",OɸDBCMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Ce,2.3,"octyl(phenyl) N,N-dibutylcarbamoylmethylphosphine oxide",OɸDBCMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Pr,1.8,"octyl(phenyl) N,N-dibutylcarbamoylmethylphosphine oxide",OɸDBCMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Nd,1.7,"octyl(phenyl) N,N-dibutylcarbamoylmethylphosphine oxide",OɸDBCMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Sm,1.5,"octyl(phenyl) N,N-dibutylcarbamoylmethylphosphine oxide",OɸDBCMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Am/Eu,1.6,"octyl(phenyl) N,N-dibutylcarbamoylmethylphosphine oxide",OɸDBCMPO,0.25,,,Tetrachloroethylene,HNO3,3.0,298.15,1,min,
Eu/Am,90.0,"2,6-bis(5,6-di(sulphophenyl)-1,2,4-triazinyl-3-yl) pyridine",SO3PhBTP,0.009,TODGA,0.2,"hydrogenated tetrapropene/1-Octanol, 5%",HNO3,0.09,293.15,15,min,
Eu/Am,60.0,"2,6-bis(5,6-di(sulphophenyl)-1,2,4-triazinyl-3-yl) pyridine",SO3PhBTP,0.009,TODGA,0.2,"hydrogenated tetrapropene/1-Octanol, 5%",HNO3,0.19,293.15,15,min,
Eu/Am,25.0,"2,6-bis(5,6-di(sulphophenyl)-1,2,4-triazinyl-3-yl) pyridine",SO3PhBTP,0.009,TODGA,0.2,"hydrogenated tetrapropene/1-Octanol, 5%",HNO3,0.45,293.15,15,min,
Eu/Am,5.5,"2,6-bis(5,6-di(sulphophenyl)-1,2,4-triazinyl-3-yl) pyridine",SO3PhBTP,0.009,,,"hydrogenated tetrapropene/1-Octanol, 5%",HNO3,0.9,293.15,15,min,
Eu(III)/Am(III),830.0,"2,6-bis(5,6-di(sulphophenyl)-1,2,4-triazinyl-3-yl) pyridine",SO3PhBTP,0.009,TODGA,0.2,"hydrogenated tetrapropene/1-Octanol, 5%",HNO3,4.2,293.15,15,min,0.2M Oxalic Acid; 0.02M HEDTA
Am/La,1000.0,"N,N,N',N'-tetrabutyldiamide",TBDPA,0.01,,,phenyl trifluoromethyl sulfone (FS-13),HNO3,1.0,294.15,3,min,0.02M hexachlorocobalt dicarbollide
