names,SMILES,m,sigma,epsilon_k,mu,kappa_ab,epsilon_k_ab
6-propyloxan-2-one,CCCC1CCCC(=O)O1,4.781167984,3.556406021,288.9790649,3.509335756,0,0
6-butyloxan-2-one,CCCCC1CCCC(=O)O1,4.995228767,3.686037064,291.8205872,3.56015563,0,0
6-pentyloxan-2-one,CCCCCC1CCCC(=O)O1,5.178941727,3.728539467,298.3163147,3.579007149,0,12.50865173
"1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluorooctane",CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.342065811,4.025651932,211.6956177,2.494410753,0,0
4-chloro-1-methyl-2-nitrobenzene,Cc1ccc(Cl)cc1[N+](=O)[O-],4.582886696,3.423478127,295.8416748,3.268648148,0,0
"3,4-dichlorobenzoyl chloride",O=C(Cl)c1ccc(Cl)c(Cl)c1,4.816058159,3.406729698,296.6941528,2.854063511,0,0
"3,5-dichloro-2,4-difluoroaniline",Nc1cc(Cl)c(F)c(Cl)c1F,4.183083534,3.679481983,314.8679504,0,0.003088894,2198.957031
"1,9,10,11,12,12-hexachloro-4,6-dioxa-5lambda6-thiatricyclo[7.2.1.02,8]dodec-10-ene 5,5-dioxide",O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,6.0341115,3.787284851,336.0932922,3.485899687,0,27.82991219
"[1,4,5,6,7,7-hexachloro-3-(hydroxymethyl)-2-bicyclo[2.2.1]hept-5-enyl]methanol",OCC1C(CO)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,5.487717628,3.513442993,332.5568237,0,0.003835997,3295.724854
"N,N-dimethylicosan-1-amine",CCCCCCCCCCCCCCCCCCCCN(C)C,6.273561478,4.538799763,313.8260803,0.328522921,0,0
"N,N-dimethyldocosan-1-amine",CCCCCCCCCCCCCCCCCCCCCCN(C)C,6.377883434,4.652406693,320.263031,0.388096362,0,0
2-(diethylamino)ethyl 4-nitrobenzoate,CCN(CC)CCOC(=O)c1ccc([N+](=O)[O-])cc1,5.726540089,3.627713203,316.1102295,3.521574736,0.000153243,119.3752823
2-methylpropyl 2-[4-(4-chlorophenoxy)phenoxy]propanoate,CC(C)COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2)cc1,6.152959347,4.040946007,328.6446228,2.59976244,0,23.93707848
"6-methyl-N-phenyl-3,4-dihydro-2H-pyran-5-carboxamide",CC1=C(C(O)=Nc2ccccc2)CCCO1,5.211409569,3.606909513,339.8850098,0,0.004096798,3109.63208
chloro-diethoxy-sulfanylidene-lambda5-phosphane,CCOP(=S)(Cl)OCC,4.339298248,3.668744326,270.1116028,3.048157692,0,0
chloro-dimethoxy-sulfanylidene-lambda5-phosphane,COP(=S)(Cl)OC,4.003693581,3.565955162,269.6766052,2.841183186,0,0
"2,4-dimethoxy-1-nitrobenzene",COc1ccc([N+](=O)[O-])c(OC)c1,5.42619133,3.356802464,318.0334778,3.469043255,0,40.67965698
"1,1-dimethyl-3-[3-(1,1,2,2-tetrafluoroethoxy)phenyl]urea",CN(C)C(O)=Nc1cccc(OC(F)(F)C(F)F)c1,5.331255913,3.68470192,326.1825562,0,0.003507644,3135.799561
propyl methanesulfonate,CCCOS(C)(=O)=O,4.590824127,3.345311165,273.8802795,3.241200924,0,0
6-methylheptanoic acid,CC(C)CCCCC(=O)O,4.252985001,3.856672764,285.9907227,0,0.003427983,2917.355469
propan-2-yl methanesulfonate,CC(C)OS(C)(=O)=O,4.457324028,3.416908979,276.8002014,3.282845497,0,0
"1,1,1,2,3,3,3-heptafluoro-2-iodopropane",FC(F)(F)C(F)(I)C(F)(F)F,3.428997993,3.724357605,201.6122742,0,0,0
3-methoxypropanal,COCCC=O,3.519679546,3.339213848,268.0772095,2.707415104,0,0
2-chloroprop-2-enal,C=C(Cl)C=O,3.011491776,3.278394938,251.4980621,2.236719847,0,0
6-methylnaphthalen-2-ol,Cc1ccc2cc(O)ccc2c1,4.640996933,3.588624001,323.9881287,0,0.003662385,2840.243652
"7,7-dichlorobicyclo[3.2.0]hept-2-en-6-one",O=C1C2CC=CC2C1(Cl)Cl,4.362705231,3.317683697,281.9378967,2.872165442,0,21.69527054
"1,6-dibromo-1,1,2,2-tetrafluorohexane",FC(F)(Br)C(F)(F)CCCCBr,4.463212013,3.829410315,252.5275421,2.504415512,0,0
"ethyl 4,4,4-trifluoro-3-oxobutanoate",CCOC(=O)CC(=O)C(F)(F)F,4.110967159,3.547084332,252.8938293,2.902973652,0,0
N-propan-2-ylpropan-2-imine,CC(C)=NC(C)C,3.146545887,3.970358133,252.6935883,0,0,0
1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,6.589212894,3.415298462,415.6997986,0,0.00523772,3683.731934
bis(trifluoromethylsulfonyl)azanide;methyl(trioctyl)azanium,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,7.032764435,5.062952042,407.6648254,0,0,10.90784454
2-propan-2-ylsulfinylpropane,CC(C)S(=O)C(C)C,4.42365551,3.498116016,279.1051941,3.23353672,0,0
3-[(2S)-piperidin-2-yl]pyridine,c1cncc([C@@H]2CCCCN2)c1,4.669252396,3.59697938,304.3928833,0.440955162,0.00252841,2082.992188
"1,1,2,2,3-pentachloropropane",ClCC(Cl)(Cl)C(Cl)Cl,3.897286415,3.713145733,286.9384766,2.868430138,0,0
1-(4-acetylphenyl)ethanone,CC(=O)c1ccc(C(C)=O)cc1,4.795183182,3.294620991,312.9566345,3.01592803,0,0
"3,3-dimethylbutan-2-amine",CC(N)C(C)(C)C,2.917022228,4.033928394,261.1026611,0,0.002691127,1487.398682
hexan-2-amine,CCCCC(C)N,3.086505651,3.881141663,263.6653442,0,0.002807471,1624.944946
hexan-3-amine,CCCC(N)CC,3.059320927,3.862249374,266.644043,0,0.002864662,1668.612793
heptan-3-amine,CCCCC(N)CC,3.212508917,3.959858656,270.0232239,0,0.002755317,1699.521606
octan-2-amine,CCCCCCC(C)N,3.635726929,4.027750015,271.5512695,0,0.002721031,1911.907837
"2,6-dimethylheptan-4-amine",CC(C)CC(N)CC(C)C,3.378100872,4.336571217,277.5010986,0,0.002852949,1830.002563
"2,4-dimethylpentan-3-amine",CC(C)C(N)C(C)C,3.078419209,4.108577251,271.0492859,0,0.00282666,1587.344604
2-cyclohexylcyclohexan-1-amine,NC1CCCCC1C1CCCCC1,4.567612648,4.122790813,297.6469421,0.133122638,0.003020165,2445.393555
cycloheptanamine,NC1CCCCCC1,3.451645374,3.975116253,276.6305237,0,0.002740421,1720.427368
cyclooctanamine,NC1CCCCCCC1,3.671021461,4.02630806,282.734436,0,0.002787394,1829.271973
1-chloro-2-(trichloromethyl)benzene,Clc1ccccc1C(Cl)(Cl)Cl,4.557497025,3.637073517,293.7565613,3.195199013,0,0
3-morpholin-4-ylpropan-1-amine,NCCCN1CCOCC1,3.808162689,4.023229599,300.8766479,0,0.003394435,2005.868286
3-butoxypropan-1-amine,CCCCOCCCN,3.772592545,3.961222172,273.4063721,0,0.003066655,1993.379761
3-phenylpropyl propanoate,CCC(=O)OCCCc1ccccc1,4.862332821,3.849419355,291.3199158,3.455688,0,0
"4-methyl-2-(1-phenylethyl)-1,3-dioxolane",CC1COC(C(C)c2ccccc2)O1,4.753009796,3.762097836,293.6032104,3.213449478,0,33.26450729
2-phenoxyethyl 2-methylpropanoate,CC(C)C(=O)OCCOc1ccccc1,5.055057526,3.780697823,292.6299744,3.465196609,0,15.54543591
3-cyclohexylpropan-1-ol,OCCCC1CCCCC1,3.953965664,3.91868639,286.5161133,0,0.003940532,2849.258545
"3,5,5-trimethylazepane",CC1CNCCC(C)(C)C1,3.538448334,4.065956116,275.0102234,0,0.0026188,1804.028931
1-[bis(2-hydroxyethyl)amino]propan-2-ol,CC(O)CN(CCO)CCO,4.667687416,3.606040001,336.4263306,0,0.004593471,2700.513184
"1,2,4-tris(ethenyl)cyclohexane",C=CC1CCC(C=C)C(C=C)C1,4.405238152,3.854946136,270.9265137,0,0,0
"3-(aminomethyl)-3,5,5-trimethylcyclohexan-1-ol",CC1(C)CC(O)CC(C)(CN)C1,4.560270309,3.816639185,301.6445313,0,0.003340237,2645.512451
2-[N-(2-hydroxyethyl)-4-methylanilino]ethanol,Cc1ccc(N(CCO)CCO)cc1,4.903180122,3.651852608,331.1193237,0,0.00420681,3100.652588
"1,3-dimorpholin-4-ylpropan-2-ol",OC(CN1CCOCC1)CN1CCOCC1,4.762180328,4.166705132,326.1707153,0.152202338,0.00385586,2496.404297
4-hydroxy-3-methylbutan-2-one,CC(=O)C(C)CO,3.751913548,3.251003265,286.6067505,0,0.003562085,1904.868042
"1,4-dioxacyclohexadecane-5,16-dione",O=C1CCCCCCCCCCC(=O)OCCO1,5.751486301,3.902061462,304.0296326,3.560668945,0,0
4-phenylbutan-2-amine,CC(N)CCc1ccccc1,3.77875948,4.047902107,301.8171997,0.179830119,0.002752437,1853.715576
3-chloropropylcyclohexane,ClCCCC1CCCCC1,4.319966316,3.754532814,281.8570862,1.226759911,0,0
methoxycyclododecane,COC1CCCCCCCCCCC1,4.892795563,3.92167449,286.8678284,2.462116718,0,0
cyclododecanamine,NC1CCCCCCCCCCC1,4.647833347,4.133547783,296.1762695,0.150586903,0.002700407,2232.286621
"N,N'-bis(2,2,6,6-tetramethylpiperidin-4-yl)hexane-1,6-diamine",CC1(C)CC(NCCCCCCNC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,5.141769409,4.376269817,315.2484436,0,0.003386116,2913.260742
2-(cyclohexen-1-yl)ethanamine,NCCC1=CCCCC1,3.652181149,4.101929188,288.5238342,0,0.002904282,1977.665649
(4-cyclohexyl-2-methylpentan-2-yl)cyclohexane,CC(CC(C)(C)C1CCCCC1)C1CCCCC1,5.739841461,4.19143486,290.3097839,0,0,0
"dibenzothiophene 5,5-dioxide",O=S1(=O)c2ccccc2-c2ccccc21,5.879816055,3.529425859,343.3983154,1.610884786,0,14.3842268
2-chloroethoxybenzene,ClCCOc1ccccc1,4.050299644,3.511561155,296.1065369,2.931575775,0,0
"1,1-dimethoxypropan-2-ylbenzene",COC(OC)C(C)c1ccccc1,4.386437416,3.795396805,284.2380371,2.971615553,0,0
"2-(1-phenylethyl)-1,3-dioxolane",CC(c1ccccc1)C1OCCO1,4.464874268,3.666617393,300.7139282,3.1327281,0,14.15618896
3-phenylpropyl acetate,CC(=O)OCCCc1ccccc1,4.722731113,3.761781216,291.5959167,3.376873493,0,0
2-(3-aminopropylamino)ethanol,NCCCNCCO,4.285438061,3.469428539,311.9295044,0,0.004570663,2695.313477
2-ethylhexyl 2-ethylhexanoate,CCCCC(CC)COC(=O)C(CC)CCCC,5.551761627,4.22166729,277.9567566,3.524405003,0,0
3-phenylpropyl 2-methylpropanoate,CC(C)C(=O)OCCCc1ccccc1,5.003540993,3.86073947,289.5548096,3.466168165,0,11.38802052
benzyl prop-2-enoate,C=CC(=O)OCc1ccccc1,4.452028751,3.586009026,292.2774658,3.107921839,0,27.62792015
"N,N-dimethylpentan-2-amine",CCCC(C)N(C)C,3.351821661,4.052259445,254.234375,0,0,18.36545372
"N,N-dimethylpentan-3-amine",CCC(CC)N(C)C,3.295107603,4.034514427,253.9973907,0,0,16.31063652
"bis(trifluoromethylsulfonyl)azanide;1,3-diethylimidazol-1-ium",CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,6.843680859,3.968986988,416.8588867,0.126473665,0,15.76311016
"9H-pyrido[3,4-b]indole",c1ccc2c(c1)[nH]c1cnccc12,5.686070442,3.190956116,366.7814026,0.607813656,0.003678819,2757.656006
"naphtho[2,3-b][1]benzofuran",c1ccc2cc3c(cc2c1)oc1ccccc13,5.915897846,3.748506546,330.8808594,0,0,0
"2-(hydroxymethyl)-3-methylbutane-1,3-diol",CC(C)(O)C(CO)CO,4.769776344,3.348135948,314.4764404,0,0.004296026,2837.127686
,O=P(F)(F)OOC(F)(F)F,3.486168861,3.417809486,193.5137939,0,0,0
propyl N-methylcarbamate,CCCOC(O)=NC,3.607392311,3.698715687,292.7400208,0,0.003503845,2038.583374
2-methylbutan-2-yl propanoate,CCC(=O)OC(C)(C)CC,3.815300226,3.864911079,254.7870026,2.970622063,0,0
6-propyl-2-sulfanylidene-1H-pyrimidin-4-one,CCCc1cc(O)nc(S)n1,5.767238617,3.34144783,365.5337219,0,0.004531378,3496.937012
2-(dimethylamino)acetonitrile,CN(C)CC#N,3.388708115,3.328346968,268.9783936,2.71092391,0,0
2-(diethylamino)acetonitrile,CCN(CC)CC#N,3.776883602,3.520543575,270.3529053,2.897400141,0,0
2-piperidin-1-ylacetonitrile,N#CCN1CCCCC1,4.141551018,3.585514784,284.7073364,2.606753588,0,0
2-(diethylamino)propanenitrile,CCN(CC)C(C)C#N,4.006188393,3.558693409,265.81427,3.034716368,0,0
2-piperidin-1-ylpropanenitrile,CC(C#N)N1CCCCC1,4.295637131,3.637755394,278.9049683,3.067085981,0,0
2-methyl-2-piperidin-1-ylpropanenitrile,CC(C)(C#N)N1CCCCC1,4.410235405,3.693288803,276.7043457,3.201574564,0,0
2-(dimethylamino)-2-phenylacetonitrile,CN(C)C(C#N)c1ccccc1,4.534507275,3.566106558,292.0942078,3.258265972,0,13.16211033
2-phenyl-2-piperidin-1-ylacetonitrile,N#CC(c1ccccc1)N1CCCCC1,5.246265888,3.636525869,319.0681458,3.469234705,0,12.10665798
1-dibutylphosphoryloxybutane,CCCCOP(=O)(CCCC)CCCC,5.470369339,4.066974163,285.0960693,3.553196192,0,33.88694763
2-(1-phenylethyl)phenol,CC(c1ccccc1)c1ccccc1O,4.781197548,3.923019409,321.1619263,0,0.003328259,2658.745605
4-(1-phenylethyl)phenol,CC(c1ccccc1)c1ccc(O)cc1,4.759183884,3.602228165,331.9518433,0,0.003705208,2973.023926
"bis(trifluoromethylsulfonyl)azanide;1-butyl-2,3-dimethylimidazol-3-ium",CCCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,6.923737049,4.106189728,423.7221375,0.117238373,0,12.34697247
dimethoxy(diphenyl)silane,CO[Si](OC)(c1ccccc1)c1ccccc1,5.418297768,3.925179005,290.2379456,0.877315819,0,0
3-(trifluoromethylsulfanyl)phenol,Oc1cccc(SC(F)(F)F)c1,3.934684992,3.661640882,283.6809692,0,0.003053019,2313.702881
n-ethenylformamide,C=CN=CO,3.566134453,3.226368189,295.7992554,0,0.004029114,2249.528809
propyl pent-4-enoate,C=CCCC(=O)OCCC,4.017251968,3.724710464,263.1647339,2.998622894,0,0
butyl pent-4-enoate,C=CCCC(=O)OCCCC,4.298565865,3.787920952,265.6543884,3.121577978,0,0
2-(3-hydroxypropyl)phenol,OCCCc1ccccc1O,4.701509476,3.490086794,315.8477478,0,0.003920204,3083.697021
3-methylbutoxymethylbenzene,CC(C)CCOCc1ccccc1,4.47368145,3.909813404,287.9031067,2.989835024,0,0
1-(2-butoxyethoxy)hexane,CCCCCCOCCOCCCC,4.854948044,4.085474491,277.4216003,0.494176984,0,0
1-(2-hexoxyethoxy)nonane,CCCCCCCCCOCCOCCCCCC,5.795771599,4.312645435,301.9005737,2.163546324,0,0
1-(2-hexoxyethoxy)undecane,CCCCCCCCCCCOCCOCCCCCC,6.009215832,4.402994156,309.3701782,2.859442949,0,13.90906429
2-pentoxyethoxymethylbenzene,CCCCCOCCOCc1ccccc1,5.04786396,3.928210258,294.984314,3.168653965,0,12.15892506
2-butoxyethoxybenzene,CCCCOCCOc1ccccc1,4.763940811,3.831185102,292.418396,3.191997766,0,0
"1,3-diethoxy-2,2-bis(ethoxymethyl)propane",CCOCC(COCC)(COCC)COCC,4.869182587,4.180844307,278.324585,0,0,0
1-methoxy-2-(methoxymethyl)-3-propoxy-2-(propoxymethyl)propane,CCCOCC(COC)(COC)COCCC,4.951527596,4.153838634,286.5035095,0,0,0
"1,3-dipropoxy-2,2-bis(propoxymethyl)propane",CCCOCC(COCCC)(COCCC)COCCC,5.497467995,4.359271049,289.3944702,0.312245607,0,0
1-methoxy-2-(methoxymethyl)-3-pentoxy-2-(pentoxymethyl)propane,CCCCCOCC(COC)(COC)COCCCCC,5.615175247,4.278549671,300.8002319,0.592249036,0,0
"1,3-dibutoxy-2,2-bis(butoxymethyl)propane",CCCCOCC(COCCCC)(COCCCC)COCCCC,6.00974226,4.601115227,301.381073,0.234312803,0,0
1-(2-butoxyethoxy)octane,CCCCCCCCOCCOCCCC,5.258163929,4.182668686,286.2814941,1.438256621,0,0
1-(2-butoxyethoxy)nonane,CCCCCCCCCOCCOCCCC,5.462425232,4.230081558,290.9114685,1.677421808,0,0
1-(2-butoxyethoxy)decane,CCCCCCCCCCOCCOCCCC,5.648748875,4.267098904,297.4259338,1.853136182,0,0
1-(2-butoxyethoxy)undecane,CCCCCCCCCCCOCCOCCCC,5.802392006,4.320954323,301.8421021,2.103000879,0,0
1-(2-butoxyethoxy)dodecane,CCCCCCCCCCCCOCCOCCCC,5.911691666,4.363156319,304.3533325,2.245245218,0,0
1-[2-(2-methylpropoxy)ethoxy]decane,CCCCCCCCCCOCCOCC(C)C,5.582040787,4.256450653,293.0682983,2.478226423,0,0
1-[2-(2-methylpropoxy)ethoxy]undecane,CCCCCCCCCCCOCCOCC(C)C,5.738179207,4.290334702,297.1314087,2.705127716,0,0
1-[2-(2-methylpropoxy)ethoxy]dodecane,CCCCCCCCCCCCOCCOCC(C)C,5.858387947,4.329422474,299.0510864,2.499201775,0,0
1-[2-[2-(2-methylpropoxy)ethoxy]ethoxy]octane,CCCCCCCCOCCOCCOCC(C)C,5.614284515,4.252788067,301.1323547,0.768281102,0,0
1-[2-[2-(2-methylpropoxy)ethoxy]ethoxy]nonane,CCCCCCCCCOCCOCCOCC(C)C,5.75861454,4.294754505,303.167572,1.193567634,0,0
1-[2-[2-(2-methylpropoxy)ethoxy]ethoxy]decane,CCCCCCCCCCOCCOCCOCC(C)C,5.868458748,4.337741852,307.5374451,1.330936193,0,0
1-[2-[2-(2-methylpropoxy)ethoxy]ethoxy]undecane,CCCCCCCCCCCOCCOCCOCC(C)C,5.974318027,4.381471157,310.9544373,1.437423468,0,0
1-[2-[2-(2-methylpropoxy)ethoxy]ethoxy]dodecane,CCCCCCCCCCCCOCCOCCOCC(C)C,6.059290409,4.424542427,316.1931458,1.699822187,0,10.53979778
1-[2-(2-butoxyethoxy)ethoxy]decane,CCCCCCCCCCOCCOCCOCCCC,5.886787415,4.420195103,307.8362427,2.370132208,0,0
1-[2-(2-butoxyethoxy)ethoxy]undecane,CCCCCCCCCCCOCCOCCOCCCC,5.993353844,4.444815159,309.7046204,2.296574354,0,0
1-[2-(2-butoxyethoxy)ethoxy]dodecane,CCCCCCCCCCCCOCCOCCOCCCC,6.072649479,4.467023373,315.3448486,2.21471262,0,11.50326347
"(1S,2S,6R,7R)-1,4,7,8,9,10,10-heptachlorotricyclo[5.2.1.02,6]dec-8-ene",ClC1=C(Cl)[C@]2(Cl)[C@@H]3C[C@@H](Cl)C[C@@H]3[C@@]1(Cl)C2(Cl)Cl,5.745630264,3.825183392,322.6013794,3.409644127,0,75.4234314
"1,1-dimethylsiletane",C[Si]1(C)CCC1,3.244417429,3.801499367,237.3290253,0,0,0
2-nitrodecane,CCCCCCCCC(C)[N+](=O)[O-],5.062456131,3.80213213,278.6419373,3.527845621,0,0
"1-tert-butyl-2,3,5-trichloro-4-methylbenzene",Cc1c(Cl)cc(C(C)(C)C)c(Cl)c1Cl,5.171305656,3.76082468,299.2907715,3.294558525,0,0
"1-tert-butyl-2,5-dichloro-4-methylbenzene",Cc1cc(Cl)c(C(C)(C)C)cc1Cl,4.802048683,3.794882059,291.4830322,3.290798664,0,0
4-tert-butyl-2-chloro-1-methylbenzene,Cc1ccc(C(C)(C)C)cc1Cl,4.364247322,3.890910149,283.358551,3.172759295,0,0
"1,2,4,5-tetrachloro-3-methylbenzene",Cc1c(Cl)c(Cl)cc(Cl)c1Cl,4.84660244,3.561796665,300.3269043,0.70651567,0,0
3-chlorononane,CCCCCCC(Cl)CC,4.266807556,3.969175577,266.5397949,3.004623175,0,0
ethoxy-methyl-diphenylsilane,CCO[Si](C)(c1ccccc1)c1ccccc1,5.478175163,4.003984928,289.3854675,1.459873199,0,0
1-naphthalen-1-ylethanol,CC(O)c1cccc2ccccc12,4.413332939,3.66962719,315.7449951,0,0.003625922,2683.277588
"1,3,5-trimethylpyrazole",Cc1cc(C)n(C)n1,3.824503422,3.510075092,271.7058105,2.643110275,0,0
2-[2-(2-aminoethoxy)ethoxy]ethanamine,NCCOCCOCCN,4.227591515,3.647899151,298.2711792,0,0.003671424,2129.474365
"3-chloro-1,1,2,2-tetrafluoropropane",FC(F)C(F)(F)CCl,3.057879448,3.470056057,217.9520874,2.170573473,0,0
thiophene-2-carboxamide,NC(=O)c1cccs1,4.789849758,3.172543049,347.6913147,0,0.003964056,2803.86499
2-thiophen-2-ylacetamide,N=C(O)Cc1cccs1,5.01275301,3.285282612,328.7758789,0,0.004009286,3031.513916
(z)-4-hydroxypent-3-en-2-one;ruthenium,CC(=O)/C=C(/C)[O-].CC(=O)/C=C(/C)[O-].CC(=O)/C=C(/C)[O-].[Ru+3],6.426434517,3.237891197,371.8925476,0,0.00064145,477.5941467
"5-bromo-1,2-dihydroacenaphthylene",Brc1ccc2c3c(cccc13)CC2,5.250763893,3.600012064,310.8641663,2.836407185,0,11.08090401
9-bromoanthracene,Brc1c2ccccc2cc2ccccc12,5.663249016,3.636404514,336.0659485,0.678355575,0,0
"1,5-dibromoanthracene",Brc1cccc2cc3c(Br)cccc3cc12,6.202165127,3.799549341,356.7375488,0.247015223,0,11.20129013
2-chloroanthracene,Clc1ccc2cc3ccccc3cc2c1,5.923184395,3.561650515,341.8096924,0.125798211,0,0
"9,10-dichloroanthracene",Clc1c2ccccc2c(Cl)c2ccccc12,5.970780373,3.709018707,349.5316162,2.416334391,0,10.87303352
1-bromopyrene,Brc1ccc2ccc3cccc4ccc1c2c34,6.01906395,3.841225147,340.0534973,0.731040657,0,0
"N,N-di(butan-2-yl)-4-phenylbutanamide",CCC(C)N(C(=O)CCCc1ccccc1)C(C)CC,5.79615593,4.029950619,304.7829895,3.596544027,0,0
"3-cyclohexyl-N,N-dipropylpropanamide",CCCN(CCC)C(=O)CCC1CCCCC1,5.976656914,4.064945221,314.8839417,3.645231009,0,0
"N,N-dibutyl-3-cyclohexylpropanamide",CCCCN(CCCC)C(=O)CCC1CCCCC1,6.153014183,4.164971352,318.1833496,3.690608025,0,0
"N,N-di(butan-2-yl)-3-cyclohexylpropanamide",CCC(C)N(C(=O)CCC1CCCCC1)C(C)CC,6.050056934,4.143723488,307.6604614,3.62807703,0,0
"N,N-di(butan-2-yl)-4-cyclohexylbutanamide",CCC(C)N(C(=O)CCCC1CCCCC1)C(C)CC,6.150600433,4.215559483,311.8247375,3.601555586,0,0
"N,N-di(butan-2-yl)-2-cyclopentylacetamide",CCC(C)N(C(=O)CC1CCCC1)C(C)CC,5.780804634,4.006363392,297.3588257,3.578769445,0,0
"N,N-diethylcycloundecanecarboxamide",CCN(CC)C(=O)C1CCCCCCCCCC1,6.043796062,4.059864044,317.7911377,3.624987364,0,0
"N,N-dipropylcycloundecanecarboxamide",CCCN(CCC)C(=O)C1CCCCCCCCCC1,6.242047787,4.214972973,320.1008301,3.637070179,0,0
"N,N-dibutylcycloundecanecarboxamide",CCCCN(CCCC)C(=O)C1CCCCCCCCCC1,6.39495945,4.346155167,326.2623596,3.27556324,0,0
"N,N-dibutylcyclododecanecarboxamide",CCCCN(CCCC)C(=O)C1CCCCCCCCCCC1,6.422471046,4.422693253,327.4423828,3.35704422,0,13.73003578
"N,N-di(butan-2-yl)cyclododecanecarboxamide",CCC(C)N(C(=O)C1CCCCCCCCCCC1)C(C)CC,6.316700935,4.381254196,320.8531799,3.585563898,0,13.41823578
"2,2,4-trimethyl-1,3-dioxane",CC1CCOC(C)(C)O1,3.583559036,3.78799057,263.9881287,2.685719967,0,0
"(4S,6R)-2,2,4,6-tetramethyl-1,3-dioxane",C[C@@H]1C[C@H](C)OC(C)(C)O1,3.647869587,4.077910423,263.2052917,2.627183914,0,0
dibenzyl carbonate,O=C(OCc1ccccc1)OCc1ccccc1,5.682972431,3.743608475,317.9990234,3.495704174,0,19.89330864
"3,3-dimethylbutan-2-ylbenzene",CC(c1ccccc1)C(C)(C)C,4.249675751,3.88114357,274.4291077,0,0,0
2H-phthalazin-1-one,Oc1nncc2ccccc12,5.097704411,3.544988155,340.374054,0,0.003905005,2872.843018
"2,3-dihydrophthalazine-1,4-dione",Oc1nnc(O)c2ccccc12,5.976675987,3.164097786,383.3581848,0,0.004823356,3590.502197
(2-hexadecanoyloxy-3-tetradecanoyloxypropyl) octadecanoate,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,6.897376537,5.956677437,419.64328,0.939707041,0,12.85524273
2-methoxycarbonylbenzoic acid,COC(=O)c1ccccc1C(=O)O,5.15448761,3.26896143,324.1274109,0,0.003814267,2938.012939
"pentacyclo[10.7.1.02,11.03,8.016,20]icosa-1(19),2(11),3,5,7,9,12,14,16(20),17-decaene",c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,6.355119705,3.946071863,363.3920898,0,0,0
tris(2-methylphenyl)phosphane,Cc1ccccc1P(c1ccccc1C)c1ccccc1C,5.959817886,4.210328579,328.9021912,3.267306328,0.000315328,252.0138397
2-diphenylphosphanylethyl(diphenyl)phosphane,c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,6.442790508,4.404149532,363.7007141,0.965343535,0.00017555,132.9187012
"3,6-dimethylphenanthrene",Cc1ccc2ccc3ccc(C)cc3c2c1,5.87774086,3.68363142,326.5913086,0,0,0
tridecane-1-thiol,CCCCCCCCCCCCCS,4.823579311,4.283525944,299.0196228,0.186602309,0.002954951,2468.870361
tetradecane-1-thiol,CCCCCCCCCCCCCCS,4.932343483,4.324166298,302.166687,0.170013756,0.003061025,2557.064209
"2-(chloromethyl)isoindole-1,3-dione",O=C1c2ccccc2C(=O)N1CCl,5.272697449,3.205976486,331.3478088,3.009549856,0.000288031,206.8389435
2-cyclohexylethyl acetate,CC(=O)OCCC1CCCCC1,4.435290337,3.772348404,280.3683167,3.181393862,0,0
2-cyclohexylethanol,OCCC1CCCCC1,3.833524227,3.815697432,281.458252,0,0.003963928,2773.234619
methyl 3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate,COC(=O)C=Cc1ccc(O)c(OC)c1,5.396118641,3.573402405,321.4414978,0.103176899,0.003597895,3029.475586
"1,1-bis(difluoromethoxy)-1,2,2,2-tetrafluoroethane",FC(F)OC(F)(OC(F)F)C(F)(F)F,3.503882408,3.74809289,201.1542206,2.080603123,0,31.04270935
"3-propoxypropane-1,2-diol",CCCOCC(O)CO,3.787729263,3.778836489,310.9036865,0,0.004195584,2196.490967
"3-butoxypropane-1,2-diol",CCCCOCC(O)CO,3.90395546,3.853698254,307.8995972,0,0.004065849,2324.82666
"imidazolidine-2,4,5-trione",O=C1N=C(O)C(=O)N1,5.480093956,2.605499744,369.9080505,0,0.00480581,3190.751709
"1,2-dibromo-3-methoxypropane",COCC(Br)CBr,4.085390091,3.498841524,286.7429199,2.158767223,0,0
