names,SMILES,m,sigma,epsilon_k,mu,kappa_ab,epsilon_k_ab
3-bromo-2-methyloxane,CC1OCCCC1Br,3.784435272,3.740980625,277.5004578,2.872876644,0,0
2-(2-bromoethoxy)propane,CC(C)OCCBr,3.49297905,3.746602535,267.2539368,2.622508526,0,0
"(2S,5R)-2,5-dimethyloxolane",C[C@@H]1CC[C@H](C)O1,3.197071314,3.835296392,258.8273621,1.305298805,0,0
"(2S,5S)-2,5-dimethyloxolane",C[C@H]1CC[C@H](C)O1,3.174435616,3.846566439,258.8147583,1.446081996,0,0
"3,4-dibromoheptane",CCCC(Br)C(Br)CC,4.386074066,3.843983412,276.2043457,2.250377893,0,0
2-amino-1-phenylethanol,NCC(O)c1ccccc1,4.297657013,3.571157455,317.5935974,0,0.003969979,2596.627686
2-(methylamino)-1-phenylethanol,CNCC(O)c1ccccc1,4.227220535,3.752681971,314.5493469,0,0.003879636,2590.109863
"2-(1,2-dibromoethyl)oxirane",BrCC(Br)C1CO1,4.063212395,3.469774723,297.2301636,2.72908926,0,0
4-(4-methylphenyl)morpholine,Cc1ccc(N2CCOCC2)cc1,4.833101273,3.628133535,316.9730835,2.708866358,0.000497917,365.5968323
4-naphthalen-2-ylmorpholine,c1ccc2cc(N3CCOCC3)ccc2c1,5.374473572,3.487416267,325.8434143,3.135558128,0.00011525,89.51812744
1-methoxy-2-methylpropan-2-ol,COCC(C)(C)O,2.85837841,3.671565533,287.4351807,0,0.004095514,1693.004395
propyl propane-1-sulfonate,CCCOS(=O)(=O)CCC,4.950073719,3.601513863,285.6913147,3.545121193,0,11.16869354
2-hydroxy-5-methoxybenzaldehyde,COc1ccc(O)c(C=O)c1,4.24963665,3.522299528,309.8477173,0.220875308,0.003282384,2104.771973
1-tert-butylcyclohexan-1-ol,CC(C)(C)C1(O)CCCCC1,3.719965458,3.989675522,284.4324951,0,0.003557425,2393.834961
"2,2,4,4-tetramethylhexan-3-one",CCC(C)(C)C(=O)C(C)(C)C,4.064345837,4.019209862,258.377533,3.162172556,0,0
"2-chloro-2,4-dimethylpentan-3-one",CC(C)C(=O)C(C)(C)Cl,3.699496269,3.703362465,263.9822083,2.890141487,0,0
"2-hydroxy-2,4-dimethylpentan-3-one",CC(C)C(=O)C(C)(C)O,3.528814316,3.965787649,279.4949951,0,0.002966678,1847.602539
"3,3-dibromobutan-2-one",CC(=O)C(C)(Br)Br,3.770926476,3.456755877,273.4923401,2.897567272,0,0
"1,3-dibromo-3-methylbutan-2-one",CC(C)(Br)C(=O)CBr,4.308314323,3.434913635,284.9109497,3.060481071,0,13.18860722
3-bromo-3-methylbutan-2-one,CC(=O)C(C)(C)Br,3.439896107,3.542829037,264.8838806,2.779021502,0,0
"1-hydroxy-3,3-dimethylbutan-2-one",CC(C)(C)C(=O)CO,3.538016319,3.689364433,280.0817566,0,0.002958989,1748.004761
"4-bromo-2,2-dimethylpentan-3-one",CC(Br)C(=O)C(C)(C)C,3.904466629,3.675849438,271.414093,3.033050537,0,0
"4-hydroxy-2,2-dimethylpentan-3-one",CC(O)C(=O)C(C)(C)C,3.498390198,3.820175648,287.8664856,0,0.003246793,1916.912354
"2-bromo-2,4-dimethylpentan-3-one",CC(C)C(=O)C(C)(C)Br,3.931049347,3.746153116,267.9416199,3.006357431,0,0
"2,4-dibromo-2,4-dimethylpentan-3-one",CC(C)(Br)C(=O)C(C)(C)Br,4.317281723,3.615514278,277.8797607,3.037357807,0,19.80908966
"2-bromo-2,4,4-trimethylpentan-3-one",CC(C)(C)C(=O)C(C)(C)Br,4.11041069,3.758880615,268.3251648,3.034267187,0,0
(2-methyl-1-phenylpropyl) acetate,CC(=O)OC(c1ccccc1)C(C)C,4.651417255,3.697838783,282.7308044,3.312816858,0,0
2-bromo-2-methyl-1-phenylpropan-1-one,CC(C)(Br)C(=O)c1ccccc1,4.776912689,3.722686768,291.8990479,3.453766823,0,0
2-hydroxy-2-methyl-1-phenylpropan-1-one,CC(C)(O)C(=O)c1ccccc1,4.291245461,3.698745251,303.0657349,0,0.003020997,2293.253662
1-(1-bromocyclohexyl)ethanone,CC(=O)C1(Br)CCCCC1,4.338478088,3.660616875,281.1404114,3.309119701,0,0
1-cyclohexyl-2-methylpropan-1-one,CC(C)C(=O)C1CCCCC1,4.283630371,3.803186178,274.9861145,3.311278105,0,0
2-bromodec-1-ene,C=C(Br)CCCCCCCC,4.80617094,3.902564049,270.2871094,3.226708889,0,0
prop-2-ynylbenzene,C#CCc1ccccc1,3.9942801,3.538435698,273.4534302,0.146757364,0,0
prop-2-ynoxybenzene,C#CCOc1ccccc1,4.157968521,3.612237215,277.0896912,2.849175215,0,0
4-chloro-2-methylbut-3-yn-2-ol,CC(C)(O)C#CCl,3.430809975,3.609424829,276.6082153,0,0.003183061,2029.013428
(4R)-4-methylhexan-1-ol,CC[C@@H](C)CCCO,3.731781244,3.786438465,273.1341858,0,0.003516233,2590.073242
(4S)-4-methylhexanoic acid,CC[C@H](C)CCC(=O)O,4.255957127,3.684173822,289.4860229,0,0.003451865,2748.935059
6-chlorohexan-3-one,CCC(=O)CCCCl,4.017429352,3.558185577,277.2424927,2.963813543,0,0
(E)-1-bromohex-3-ene,CC/C=C/CCBr,3.799501896,3.578995705,268.1277161,1.742047071,0,0
[(E)-hex-3-enyl] acetate,CC/C=C/CCOC(C)=O,4.106482029,3.792656422,264.6372986,3.124180317,0,0
1-cyclopropylpentan-1-one,CCCCC(=O)C1CC1,3.879798174,3.653627634,273.2306824,3.138055086,0,0
1-cyclopropylpentan-1-ol,CCCCC(O)C1CC1,3.607245684,3.874606848,277.4017334,0,0.003752431,2479.269775
(E)-1-bromooct-3-ene,CCCC/C=C/CCBr,4.340270996,3.688477993,273.150238,1.615422845,0,0
(Z)-1-bromooct-3-ene,CCCC/C=C\CCBr,4.259736061,3.704008579,273.4338074,1.418374181,0,10.02742767
[(Z)-oct-3-enyl] acetate,CCCC/C=C\CCOC(C)=O,4.551519394,3.902420044,268.7527771,3.270042658,0,0
1-cyclopropylpropan-1-one,CCC(=O)C1CC1,3.38758707,3.493739367,266.2866821,2.869264126,0,0
(4-formylphenyl) acetate,CC(=O)Oc1ccc(C=O)cc1,5.01862812,3.293721199,303.829834,3.312754154,0,0
5-phenylhexan-2-ylbenzene,CC(CCC(C)c1ccccc1)c1ccccc1,5.55051899,3.962342978,301.9083862,0,0,0
3-methylpent-4-en-2-ol,C=CC(C)C(C)O,3.158357143,3.859042168,268.8330994,0,0.003633626,2195.543213
2-ethenyl-2-methyloxirane,C=CC1(C)CO1,2.905740738,3.699585915,250.9611359,2.320669413,0,0
"2,4,6-trimethylcyclohex-3-ene-1-carbaldehyde",CC1=CC(C)C(C=O)C(C)C1,4.132786751,3.81391573,282.1898193,3.112602711,0,0
2-ethenoxy-2-methylpropane,C=COC(C)(C)C,2.994725466,3.865030289,235.5022736,2.473528624,0,0
ethenyl but-2-enoate,C=COC(=O)C=CC,3.513689041,3.552686691,262.769104,2.717379332,0,0
1-bromo-1-fluoroethene,C=C(F)Br,2.759487152,3.34807992,217.9878082,1.69165802,0,0
1-bromo-1-chloroethene,C=C(Cl)Br,2.767923832,3.408508301,248.0331116,2.046805382,0,0
"1-bromo-1,2-difluoroethene",FC=C(F)Br,2.774646759,3.284601927,218.9326324,1.751142383,0,0
"1,1-dibromo-2-fluoroethene",FC=C(Br)Br,3.231753111,3.243541718,261.677887,0.444196999,0,0
"1-ethenyl-3,5-diethylbenzene",C=Cc1cc(CC)cc(CC)c1,4.486571789,3.732989311,282.7770996,0,0,0
1-butyl-4-ethenylbenzene,C=Cc1ccc(CCCC)cc1,4.602865696,3.753109455,279.8980713,0,0,0
1-tert-butyl-3-ethenylbenzene,C=Cc1cccc(C(C)(C)C)c1,4.37317276,3.771672487,279.7510681,0,0,0
1-cyclohexyl-4-ethenylbenzene,C=Cc1ccc(C2CCCCC2)cc1,5.118571281,3.838407993,289.024231,0,0,0
4-ethenyl-1-methoxy-2-methylbenzene,C=Cc1ccc(OC)c(C)c1,4.325678825,3.761105776,284.8338318,3.063154936,0,18.44425964
1-chloro-4-prop-1-en-2-ylbenzene,C=C(C)c1ccc(Cl)cc1,4.195337296,3.711069822,286.0007935,2.721249104,0,0
"1,2-dimethyl-4-prop-1-en-2-ylbenzene",C=C(C)c1ccc(C)c(C)c1,4.308140755,3.685894489,279.9229126,0,0,0
1-prop-1-en-2-yl-3-(trifluoromethyl)benzene,C=C(C)c1cccc(C(F)(F)F)c1,4.116776943,3.58237505,261.2537231,2.737405539,0,0
2-bromo-1-ethenyl-4-(trifluoromethyl)benzene,C=Cc1ccc(C(F)(F)F)cc1Br,4.588551521,3.614813089,274.484314,1.701812267,0,0
3-ethenylbenzonitrile,C=Cc1cccc(C#N)c1,4.367832661,3.334795237,287.6018372,3.178978682,0,0
(2-ethenylphenyl) acetate,C=Cc1ccccc1OC(C)=O,4.539925575,3.518800735,289.3148193,3.194513798,0,31.84442139
(4-ethenylphenyl) acetate,C=Cc1ccc(OC(C)=O)cc1,4.590352058,3.463543653,291.5317078,3.150811672,0,27.27974319
(4-ethenylphenyl)methyl acetate,C=Cc1ccc(COC(C)=O)cc1,4.736531258,3.624171734,295.3515625,3.242444992,0,13.29931259
(4-ethenylphenyl)methanol,C=Cc1ccc(CO)cc1,4.067473888,3.636950493,307.9711914,0,0.003852512,2631.601563
3-ethenylphenol,C=Cc1cccc(O)c1,3.808670521,3.654906273,305.6673279,0,0.003423987,2346.481201
2-ethenylaniline,C=Cc1ccccc1N,3.938238621,3.814862728,307.1974792,0.102531686,0.003220742,2074.25415
4-ethenylaniline,C=Cc1ccc(N)cc1,4.013445854,3.640774488,307.2219238,0,0.003237497,2195.424805
"4-ethenyl-N,N-dimethylaniline",C=Cc1ccc(N(C)C)cc1,4.531082153,3.649159908,292.6257629,3.202335119,0,0
1-ethenyl-4-phenylbenzene,C=Cc1ccc(-c2ccccc2)cc1,4.966369629,3.627119541,301.4702759,0,0,0
1-ethenyl-4-phenoxybenzene,C=Cc1ccc(Oc2ccccc2)cc1,5.006223679,3.695674896,303.3222961,3.076569796,0.00018913,152.7707062
1-ethenylnaphthalene,C=Cc1cccc2ccccc12,4.500077248,3.626981974,300.9654541,0.123713009,0,0
2-prop-1-en-2-yl-1-benzofuran,C=C(C)c1cc2ccccc2o1,4.402480125,3.798752308,291.9268188,2.741898298,0,0
2-ethenyl-5-ethylpyridine,C=Cc1ccc(CC)cn1,4.261258602,3.655072212,278.8006592,2.886557102,0,0
"2-ethenyl-4,6-dimethylpyridine",C=Cc1cc(C)cc(C)n1,4.087659359,3.667525053,275.5540771,2.728045464,0,0
3-prop-1-en-2-ylpyridine,C=C(C)c1cccnc1,4.093573093,3.492204666,280.2504578,2.79532361,0,0
2-prop-1-en-2-ylpyridine,C=C(C)c1ccccn1,3.827403069,3.597252369,278.1990662,2.381173849,0,0
2-ethenylquinoline,C=Cc1ccc2ccccc2n1,4.602345467,3.589384079,302.2328491,3.066409826,0,41.40407944
2-prop-1-en-2-ylquinoline,C=C(C)c1ccc2ccccc2n1,4.749584198,3.629850864,299.7233276,3.086743355,0,51.6917305
"2-ethenyl-1,3-benzoxazole",C=Cc1nc2ccccc2o1,4.332814693,3.460824966,295.4412231,2.650405645,0,0
2-ethenylthiophene,C=Cc1cccs1,3.584018707,3.488969564,271.6644592,0.139818147,0,0
2-bromo-5-ethenylthiophene,C=Cc1ccc(Br)s1,4.123461723,3.427796841,283.69104,1.496418715,0,0
2-prop-1-en-2-ylthiophene,C=C(C)c1cccs1,3.874502659,3.571681976,273.8661804,0.328270674,0,0
pentan-2-yl 2-methylprop-2-enoate,C=C(C)C(=O)OC(C)CCC,4.14306736,3.814327478,259.8401489,3.033484459,0,0
3-methylbutyl 2-methylprop-2-enoate,C=C(C)C(=O)OCCC(C)C,4.172485828,3.81744647,261.119812,3.092708826,0,0
hexan-2-yl 2-methylprop-2-enoate,C=C(C)C(=O)OC(C)CCCC,4.43018055,3.839161873,262.1947327,3.132800341,0,0
butan-2-yl 2-methylprop-2-enoate,C=C(C)C(=O)OC(C)CC,3.883074045,3.799638987,257.7044373,2.932570934,0,0
methyl 2-methylidenebutanoate,C=C(CC)C(=O)OC,3.387707949,3.607034206,255.3725128,2.637516499,0,0
ethyl 2-ethoxyprop-2-enoate,C=C(OCC)C(=O)OCC,4.104392052,3.602674484,260.5920105,2.738792896,0,0
2-ethoxyethyl prop-2-enoate,C=CC(=O)OCCOCC,4.109097958,3.620876312,265.138031,2.924856186,0,0
methyl 2-chloroprop-2-enoate,C=C(Cl)C(=O)OC,3.514406681,3.374679565,262.7010193,2.588281155,0,0
ethyl 2-chloroprop-2-enoate,C=C(Cl)C(=O)OCC,3.84724617,3.483836174,265.2371826,2.755998135,0,0
butyl 2-chloroprop-2-enoate,C=C(Cl)C(=O)OCCCC,4.254433632,3.554890633,266.9269409,2.959616184,0,0
methyl 2-fluoroprop-2-enoate,C=C(F)C(=O)OC,3.350148201,3.198501587,248.2529297,2.37870574,0,0
2-ethyl-3-methyloxirane,CCC1OC1C,2.949583054,3.566784859,249.8534393,2.249544859,0,0
2-ethyl-3-propyloxirane,CCCC1OC1CC,3.53606081,3.733742237,257.7319336,2.671885252,0,0
2-chloroprop-2-enoyl chloride,C=C(Cl)C(=O)Cl,3.239995003,3.304202318,260.1931763,2.396285057,0,0
2-bromoprop-2-enenitrile,C=C(Br)C#N,3.441244602,3.157233715,258.4020386,2.593348265,0,11.26595306
2-methoxyprop-2-enenitrile,C=C(C#N)OC,3.406875134,3.202980995,259.4804688,2.669511318,0,0
2-ethoxyprop-2-enenitrile,C=C(C#N)OCC,3.626315117,3.373541355,263.3606873,2.817886829,0,0
2-butoxyprop-2-enenitrile,C=C(C#N)OCCCC,4.12557888,3.605742931,267.7723694,3.103059292,0,0
N-butylprop-2-enamide,C=CC(O)=NCCCC,4.055563927,3.642451286,296.6596375,0,0.003887216,2672.76709
N-dodecylprop-2-enamide,C=CC(O)=NCCCCCCCCCCCC,5.280544281,3.998478889,314.5333252,0,0.003888052,3224.726807
prop-1-en-2-yl butanoate,C=C(C)OC(=O)CCC,3.700697422,3.701839924,257.5367737,2.829112053,0,0
ethenyl hexanoate,C=COC(=O)CCCCC,4.014975548,3.738813877,259.8190002,3.052017927,0,0
ethenyl nonanoate,C=COC(=O)CCCCCCCC,4.803586483,3.901756287,270.4616089,3.389066696,0,0
2-ethenoxyethanamine,C=COCCN,3.240250111,3.767457485,261.3766479,0.11692173,0.002424308,1333.488159
4-(2-ethenoxyethyl)morpholine,C=COCCN1CCOCC1,4.217358589,3.714236736,289.4349365,2.874077559,0,46.10544205
2-methoxyhept-1-ene,C=C(CCCCC)OC,3.684301376,3.98501873,256.9330139,2.76219511,0,0
ethenoxymethoxyethene,C=COCOC=C,3.173018456,3.557687283,250.6250916,2.218255043,0,0
"1,2-dibromo-1-fluoroethene",FC(Br)=CBr,3.087866306,3.278159142,257.5200806,0.532886863,0,0
"1,1,2,2-tetrafluoro-1,2-bis[1,1,2,2-tetrafluoro-2-(trifluoromethoxy)ethoxy]ethane",FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,4.37545681,4.405161858,210.0065918,0.114442177,0,0
"1,1-diethoxyethene",C=C(OCC)OCC,3.492003679,3.786225319,248.6166534,2.272152901,0,0
1-chloro-2-ethenylsulfanylethane,C=CSCCCl,3.643697977,3.4389925,282.9201965,2.640443087,0,0
methyl ethenesulfonate,C=CS(=O)(=O)OC,4.508613586,3.216935396,277.8314819,3.25269866,0,0
1-chloro-4-ethenylsulfonylbenzene,C=CS(=O)(=O)c1ccc(Cl)cc1,5.424230576,3.341720581,308.3052673,3.31809473,0,44.07390594
1-chloro-2-ethylsulfonylethane,CCS(=O)(=O)CCCl,4.697644234,3.292308331,301.2561035,3.333837986,0,0
"N,N-dimethylethenamine",C=CN(C)C,2.68367672,3.784579039,241.4457397,0,0,0
N-ethenyl-N-methylaniline,C=CN(C)c1ccccc1,4.086107254,3.765943527,297.2000732,2.842144966,0,14.1471262
ethenyl 2-chlorobenzoate,C=COC(=O)c1ccccc1Cl,4.718011856,3.601495981,292.1412964,3.299137115,0,36.46952438
ethenyl 4-methoxybenzoate,C=COC(=O)c1ccc(OC)cc1,4.930233002,3.457530975,291.951416,3.228603363,0,14.96411133
ethenyl 4-nitrobenzoate,C=COC(=O)c1ccc([N+](=O)[O-])cc1,5.258771896,3.12468338,309.8474121,0.537978828,0,14.82446003
ethenyl pyridine-3-carboxylate,C=COC(=O)c1cccnc1,4.632785797,3.351763487,287.831665,1.865998983,0,0
3-chlorobut-3-en-2-one,C=C(Cl)C(C)=O,3.223397732,3.298239708,261.8378296,2.465358734,0,0
1-chlorobut-3-en-2-one,C=CC(=O)CCl,3.405619621,3.300753117,278.616394,2.549666405,0,0
"penta-1,4-dien-3-one",C=CC(=O)C=C,3.240953445,3.388938904,271.8368835,2.452921629,0,0
"2-bromobuta-1,3-diene",C=CC(=C)Br,2.975878,3.58246851,257.4277344,1.959782362,0,0
hex-1-en-3-yne,C=CC#CCC,3.132984161,3.731950283,249.869278,0,0,0
undec-1-en-3-yne,C=CC#CCCCCCCC,4.609848976,3.937708855,258.4902039,0,0,0
"2-fluorobuta-1,3-diene",C=CC(=C)F,2.42482233,3.389328718,211.1032257,1.63927424,0,31.07332039
"1,3-di(propan-2-yl)naphthalene",CC(C)c1cc(C(C)C)c2ccccc2c1,5.311668873,3.824752808,296.1813049,0,0,0
"1-(2,4,6-trimethylphenyl)propan-2-ol",Cc1cc(C)c(CC(C)O)c(C)c1,4.283234596,3.926084042,307.5461121,0,0.003607874,2660.424561
1-bromo-2-methylpropan-2-ol,CC(C)(O)CBr,3.34670949,3.615332603,273.9488525,0,0.003576918,2120.626953
2-methyloctan-3-one,CCCCCC(=O)C(C)C,4.149348259,3.905291557,263.7792358,3.236256599,0,0
2-methylnonan-3-one,CCCCCCC(=O)C(C)C,4.424201012,3.923295021,266.6760864,3.345658541,0,0
2-methylundecan-3-one,CCCCCCCCC(=O)C(C)C,4.946326256,3.998164654,271.6448975,3.521932602,0,0
2-methyltridecan-3-one,CCCCCCCCCCC(=O)C(C)C,5.30277729,4.04710722,275.9377136,3.637957811,0,0
2-fluoro-9H-fluorene,Fc1ccc2c(c1)Cc1ccccc1-2,4.960494518,3.491871357,311.647644,0.290637136,0,12.5923233
2-iodo-9H-fluorene,Ic1ccc2c(c1)Cc1ccccc1-2,5.566861153,3.571405411,333.2213135,0.120610401,0,20.76581764
"2,7-difluoro-9H-fluorene",Fc1ccc2c(c1)Cc1cc(F)ccc1-2,5.17218399,3.502657175,310.6092224,0.462668151,0,13.8750515
"2,7-dichloro-9H-fluorene",Clc1ccc2c(c1)Cc1cc(Cl)ccc1-2,5.650959492,3.608313084,327.6106567,1.186198831,0,0
"2,7-diiodo-9H-fluorene",Ic1ccc2c(c1)Cc1cc(I)ccc1-2,6.158251762,3.714847565,364.7696228,1.582735658,0.000203692,153.8925018
"2,6-ditert-butylnaphthalene",CC(C)(C)c1ccc2cc(C(C)(C)C)ccc2c1,5.664758682,3.794493914,314.1066284,0,0,0
3-methyl-1-[2-methyl-1-(3-methylbutoxy)propoxy]butane,CC(C)CCOC(OCCC(C)C)C(C)C,4.940855026,4.18682766,268.8258057,0.925259531,0,0
"2,3-dimethyldodec-3-ene",CCCCCCCCC=C(C)C(C)C,5.187740803,4.088840961,264.5564575,0,0,0
"1,1-diethoxy-2-methylpropane",CCOC(OCC)C(C)C,3.716475487,3.901698589,258.0231018,0,0,0
"(E)-2,6-dimethylhept-4-en-3-one",CC(C)/C=C/C(=O)C(C)C,4.089260101,3.796064854,266.2797546,3.158924341,0,0
"3,7-dimethyloctyl acetate",CC(=O)OCCC(C)CCCC(C)C,4.89514637,4.013127804,270.2522278,3.433408976,0,0
4-propylheptyl acetate,CCCC(CCC)CCCOC(C)=O,4.975985527,4.018157482,270.7390747,3.45332551,0,0
4-propylheptan-1-ol,CCCC(CCC)CCCO,3.943507671,4.107723236,279.6461792,0,0.003724571,2850.314697
"1,4-dipentylbenzene",CCCCCc1ccc(CCCCC)cc1,5.412983418,4.046519279,283.3025208,0,0,0
tetradecan-6-one,CCCCCCCCC(=O)CCCCC,5.452591419,4.050980568,278.4700928,3.593733072,0,0
furan-3-carbonyl chloride,O=C(Cl)c1ccoc1,3.563157082,3.282147408,281.5142822,2.524259567,0,0
"4-(2,2,6-trimethylcyclohexyl)butan-2-ol",CC(O)CCC1C(C)CCCC1(C)C,4.288949966,4.147212982,290.2809143,0,0.003442035,2828.222412
"4-(2,2,6-trimethylcyclohexyl)butan-2-yl acetate",CC(=O)OC(C)CCC1C(C)CCCC1(C)C,5.240223885,4.080884457,277.6233521,3.559521198,0,0
"7-ethyl-4,4-dimethyl-2,3-dihydro-1H-naphthalene",CCc1ccc2c(c1)CCCC2(C)C,4.990694046,3.817451239,285.4396973,0,0,0
"4-(2-bromoethyl)-1,2-dimethylbenzene",Cc1ccc(CCBr)cc1C,4.573011398,3.703882217,297.6494751,3.07450223,0,0
"7,11-dimethyldodeca-4,6,10-trien-3-one",CCC(=O)C=CC=C(C)CCC=C(C)C,5.361910343,3.969139576,281.1953125,2.70971036,0,0
"2,2-dimethyldodecanoic acid",CCCCCCCCCCC(C)(C)C(=O)O,5.074942589,4.060436249,300.3967896,0,0.003529286,3340.253174
6-methyl-5-methylideneheptan-2-one,C=C(CCC(C)=O)C(C)C,3.991207123,3.753459215,271.2879639,3.144115925,0,0
"(1S,4R,5R)-4-methyl-1-propan-2-ylbicyclo[3.1.0]hexan-3-one",CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2,4.159660339,3.663038015,280.2132263,2.708101511,0,0
"ethyl 2-cyano-3,7-dimethylocta-2,6-dienoate",CCOC(=O)C(C#N)=C(C)CCC=C(C)C,5.470226765,3.811583042,292.5942383,3.377323389,0,0
3-ethylheptan-4-one,CCCC(=O)C(CC)CC,4.058943748,3.952135801,263.6045227,3.183675766,0,0
7-methyldecanoic acid,CCCC(C)CCCCCC(=O)O,4.704333305,3.996438742,293.0345764,0,0.003505081,3160.008545
"2,6-dimethylheptanoic acid",CC(C)CCCC(C)C(=O)O,4.271398544,3.899923563,285.7271729,0,0.003426108,2889.48584
3-methylideneundecane,C=C(CC)CCCCCCCC,4.813967705,3.985762596,260.9216003,0,0,0
"1,6-diphenylhexan-3-one",O=C(CCCc1ccccc1)CCc1ccccc1,5.875585556,3.933717251,319.1911621,3.384127378,0,0
cyclopent-2-en-1-ylcyclohexane,C1=CC(C2CCCCC2)CC1,4.42086792,3.826315403,273.5230713,0,0,0
2-cyclopent-2-en-1-ylethanol,OCCC1C=CCC1,3.783577919,3.638762951,282.2815857,0,0.003893357,2698.584229
2-cyclopentylethanol,OCCC1CCCC1,3.674092293,3.731638193,276.9771423,0,0.004030386,2697.863281
2-hydroxy-6-methoxybenzaldehyde,COc1cccc(O)c1C=O,4.301143646,3.570646048,308.2371826,0.158288375,0.003366404,2129.292236
4-hydroxy-2-methoxybenzaldehyde,COc1cc(O)ccc1C=O,5.402466774,3.300815821,341.4747925,0.128406763,0.004023121,3033.797607
"1,3-diazidopropan-2-ol",[N-]=[N+]=NCC(O)CN=[N+]=[N-],4.065089226,3.053061962,305.6682129,0,0.003767353,2434.063721
,C[C@H]1CCC2=C1C[C@H]1CC[C@@]2(C)C1(C)C,4.815066338,3.880506992,286.2749634,0.144094944,0,0
"1,2,4-trimethoxybenzene",COc1ccc(OC)c(OC)c1,4.951515198,3.525573015,292.3185425,2.77486968,0,34.26893234
"1,2,3-trimethoxy-5-methylbenzene",COc1cc(C)cc(OC)c1OC,5.027157307,3.655504704,288.0130615,2.746148586,0,0
4-(4-methoxyphenyl)butan-2-ol,COc1ccc(CCC(C)O)cc1,4.499777794,3.757512569,307.0095825,0,0.003566716,2765.209717
1-(4-methoxyphenyl)butan-1-ol,CCCC(O)c1ccc(OC)cc1,4.585390091,3.669744968,302.6255493,0,0.003380375,2793.966553
1-(4-methoxyphenyl)-2-methylpropan-1-ol,COc1ccc(C(O)C(C)C)cc1,4.461421967,3.806468487,304.6464844,0,0.003428145,2668.992432
1-(4-methoxyphenyl)butan-2-ol,CCC(O)Cc1ccc(OC)cc1,4.459363461,3.788090944,306.5058899,0,0.003547722,2699.670898
1-(4-methoxyphenyl)butan-1-one,CCCC(=O)c1ccc(OC)cc1,5.087425232,3.609652042,293.8567505,3.468000412,0,30.18450165
3-(4-methoxyphenyl)butan-2-one,COc1ccc(C(C)C(C)=O)cc1,4.996846199,3.569052458,295.6941528,3.387937307,0,26.70367813
4-(4-methoxyphenyl)butan-2-one,COc1ccc(CCC(C)=O)cc1,4.956507683,3.589271307,302.7397766,3.379815817,0,32.28791046
1-methoxy-4-(2-methylprop-1-enyl)benzene,COc1ccc(C=C(C)C)cc1,4.577023506,3.843602657,289.0776367,3.170092583,0,18.53358078
2-(4-methoxyphenyl)acetyl chloride,COc1ccc(CC(=O)Cl)cc1,4.832483292,3.454587698,299.2581787,3.156728983,0,28.71435928
1-(chloromethyl)-4-methoxybenzene,COc1ccc(CCl)cc1,4.288701534,3.52635026,294.1987,3.05191493,0,0
propan-2-yl 4-methoxybenzoate,COc1ccc(C(=O)OC(C)C)cc1,5.045740128,3.607683659,290.6486511,3.305707932,0,0
2-(4-methoxyphenyl)propanal,COc1ccc(C(C)C=O)cc1,4.778572083,3.5841465,295.8053284,3.37889576,0,0
2-propylpyrazine,CCCc1cnccn1,3.865441561,3.28109622,277.6891479,0,0,0
2-tert-butylpyrazine,CC(C)(C)c1cnccn1,3.986938715,3.443749905,273.2088318,0.187457353,0,0
"2,6-dimethylpyrazine",Cc1cncc(C)n1,3.71482563,3.401525021,280.3043213,0,0,0
1-methoxy-4-[(4-methoxyphenyl)methoxymethyl]benzene,COc1ccc(COCc2ccc(OC)cc2)cc1,5.922686577,3.766579151,320.2154846,1.447245479,0,31.18387604
(4-tert-butylphenyl)methanol,CC(C)(C)c1ccc(CO)cc1,4.045120716,3.911510468,301.2015686,0,0.003676594,2628.452881
1-(4-tert-butylphenyl)ethanone,CC(=O)c1ccc(C(C)(C)C)cc1,4.871619225,3.597266197,294.7940979,3.35572648,0,0
1-methyl-3-propan-2-ylcyclopentane,CC1CCC(C(C)C)C1,3.69451642,3.903986216,259.1145325,0,0,0
"1,2-dimethyl-3-propan-2-ylcyclopentane",CC(C)C1CCC(C)C1C,3.919531107,3.984252453,259.006958,0,0,0
"4,4-dimethyl-2,6-diphenyl-1,3-dioxane",CC1(C)CC(c2ccccc2)OC(c2ccccc2)O1,5.634753227,3.903376579,314.3243103,1.048936844,0,20.18665886
"4a,5,6,7,8,8a-hexahydro-4H-benzo[d][1,3]dioxine",C1CCC2OCOCC2C1,4.120948315,3.563792706,293.4144592,0.326887101,0,11.83625507
"4-phenyl-1,3-dioxane",c1ccc(C2CCOCO2)cc1,4.633625031,3.535011292,302.5946045,2.914017439,0,12.74014854
dibutan-2-yl butanedioate,CCC(C)OC(=O)CCC(=O)OC(C)CC,5.314612389,3.917016506,271.9919739,0.685730398,0,0
butan-2-yl benzoate,CCC(C)OC(=O)c1ccccc1,4.540405273,3.76114893,282.8315125,3.291671038,0,0
2-bromobenzoyl chloride,O=C(Cl)c1ccccc1Br,4.652513981,3.535958767,295.7348022,3.391793728,0,0
3-bromobenzoyl chloride,O=C(Cl)c1cccc(Br)c1,4.664809227,3.509819508,292.9103088,3.273333073,0,0
3-methoxybenzoyl chloride,COc1cccc(C(=O)Cl)c1,4.690570831,3.445059061,294.2185974,3.246952534,0,11.74883747
